id,budget,company,country,director,genre,domestic_revenue_usd,name,rating,released,runtime,score,star,votes,writer,year,rank,total_revenue_usd,international_revenue_usd
2845,13000000,Gotham Entertainment Group,USA,Daisy von Scherler Mayer,Comedy,8026971,Woo,R,5/8/1998,84,3.9,Jada Pinkett Smith,1586,David C. Johnson,1998,8164,8165984,139013
2817,19000000,Twentieth Century Fox Film Corporation,USA,Dean Semler,Thriller,8041665,Firestorm,R,1/9/1998,89,4.6,Howie Long,3270,Chris Soth,1998,8165,8165212,123547
4742,0,Becker Films,UK,Anton Corbijn,Biography,871577,Control,R,4/4/2008,122,7.7,Sam Riley,54367,Deborah Curtis,2007,8166,8159508,7287931
847,5000000,Silver Screen Partners III,USA,Jeff Blyth,Adventure,8153677,Cheetah,G,8/18/1989,83,6.1,Keith Coogan,703,Alan Caillou,1989,8167,8153677,0
4132,19250000,Franchise Pictures,Germany,David Mamet,Action,4434432,Spartan,R,3/12/2004,102,6.6,Val Kilmer,27340,David Mamet,2004,8185,8112712,3678280
4503,4000000,Lions Gate Films,USA,William Friedkin,Drama,7006708,Bug,R,5/25/2007,102,6.1,Ashley Judd,29353,Tracy Letts,2006,8195,8095658,1088950
1871,3500000,Lumière Pictures,USA,Boaz Yakin,Crime,8094616,Fresh,R,9/2/1994,114,7.6,Sean Nelson,10327,Boaz Yakin,1994,8198,8094616,0
4270,130000000,Paramount Pictures,UK,Breck Eisner,Action,68671925,Sahara,PG-13,4/8/2005,124,6,Matthew McConaughey,81514,Clive Cussler,2005,8207,8061843,-60610082
6798,10000000,BBC Films,UK,Mick Jackson,Biography,4072226,Denial,PG-13,10/21/2016,109,6.6,Rachel Weisz,10848,David Hare,2016,8234,7994527,3922301
1919,0,Columbia Pictures Corporation,USA,Mike Binder,Comedy,7892208,Blankman,PG-13,8/19/1994,92,4.8,Damon Wayans,7048,Damon Wayans,1994,8257,7941977,49769
2123,0,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Adventure,7919823,Bushwhacked,PG-13,8/4/1995,90,5.5,Daniel Stern,4842,John Jordan,1995,8273,7919823,0
4643,0,DNA Films,UK,Danny Boyle,Adventure,3675753,Sunshine,R,7/27/2007,107,7.3,Cillian Murphy,204114,Alex Garland,2007,8275,7918035,4242282
2988,0,Alliance Atlantis Communications,Germany,István Szabó,Drama,5095981,Sunshine,R,7/14/2000,181,7.5,Ralph Fiennes,11708,István Szabó,1999,8275,7918035,2822054
5911,0,Fidélité Films,France,Gilles Bourdos,Biography,2291047,Renoir,R,1/2/2013,111,6.6,Michel Bouquet,4240,Jacques Renoir,2012,8326,7816573,5525526
4772,8000000,P2 Productions,USA,Franck Khalfoun,Crime,3992339,P2,R,11/9/2007,98,5.9,Rachel Nichols,27335,Alexandre Aja,2007,8357,7766240,3773901
5929,0,Participant Media,Chile,Pablo Larraín,Drama,2343664,No,R,11/9/2012,118,7.4,Gael García Bernal,19935,Pedro Peirano,2012,8396,7699095,5355431
1201,22000000,Capella International,USA,Wolfgang Petersen,Crime,11511031,Shattered,R,10/11/1991,98,6.5,Tom Berenger,6807,Richard Neely,1991,8418,7651640,-3859391
102,0,Columbia Pictures Corporation,USA,Thomas Michael Donnelly,Crime,7634909,Quicksilver,PG,2/14/1986,105,5.6,Kevin Bacon,3720,Thomas Michael Donnelly,1986,8427,7634909,0
3427,75000000,Twentieth Century Fox Film Corporation,USA,Henry Selick,Animation,5411999,Monkeybone,PG-13,2/23/2001,93,4.7,Brendan Fraser,15048,Kaja Blackley,2001,8433,7622365,2210366
1660,0,Universal Pictures,USA,Joe Dante,Comedy,9532895,Matinee,PG,1/29/1993,99,6.8,John Goodman,7511,Jerico,1993,8451,7576145,-1956750
2001,20000000,United Artists,USA,Iain Softley,Comedy,7564000,Hackers,PG-13,9/15/1995,107,6.2,Jonny Lee Miller,57821,Rafael Moreu,1995,8457,7563728,-272
1388,0,Nouvelles Éditions de Films (NEF),UK,Louis Malle,Drama,7532911,Damage,R,1/22/1993,111,6.9,Jeremy Irons,13297,David Hare,1992,8475,7532911,0
6803,0,Mandarin Films,France,François Ozon,Drama,880474,Frantz,PG-13,3/15/2017,113,7.5,Pierre Niney,6634,François Ozon,2016,8505,7478354,6597880
6777,0,Desert Wolf Productions,UK,Michael Grandage,Biography,1358018,Genius,PG-13,6/10/2016,104,6.5,Colin Firth,12252,John Logan,2016,8538,7435006,6076988
1993,1500000,Guys Upstairs,USA,Larry Clark,Drama,7417210,Kids,UNRATED,9/1/1995,91,7,Leo Fitzpatrick,63097,Harmony Korine,1995,8554,7412216,-4994
1887,19000000,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",USA,Paul Flaherty,Comedy,7411659,Clifford,PG,4/1/1994,90,5.3,Martin Short,5807,William Porter,1994,8555,7408745,-2914
301,27000000,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346,Ironweed,R,2/12/1988,143,6.8,Jack Nicholson,6874,William Kennedy,1987,8563,7393346,0
99,2000000,Paragon Arts International,UK,Kevin Tenney,Horror,7369373,Witchboard,R,3/13/1987,98,5.7,Todd Allen,4744,Kevin Tenney,1986,8571,7369373,0
1000,12000000,Orion Pictures,USA,Woody Allen,Comedy,7331647,Alice,PG-13,1/10/1991,106,6.6,Mia Farrow,11331,Woody Allen,1990,8595,7331647,0
1518,0,British Broadcasting Corporation (BBC),South Africa,Darrell Roodt,Drama,7306242,Sarafina!,PG-13,9/25/1992,117,6.4,Whoopi Goldberg,1586,Mbongeni Ngema,1992,8612,7306242,0
1949,3200000,Barcelona Films,USA,Whit Stillman,Comedy,7266973,Barcelona,PG-13,7/29/1994,101,7,Taylor Nichols,4843,Whit Stillman,1994,8633,7266973,0
3849,54000000,Revolution Studios,USA,Martin Brest,Comedy,6068735,Gigli,R,8/1/2003,121,2.4,Ben Affleck,42890,Martin Brest,2003,8635,7266209,1197474
5970,38000000,Exclusive Media Group,UK,Ron Howard,Action,26947624,Rush,R,9/27/2013,123,8.1,Daniel Brühl,349811,Peter Morgan,2013,8646,7241350,-19706274
1163,17000000,Metro-Goldwyn-Mayer (MGM),USA,Lili Fini Zanuck,Action,7241350,Rush,R,1/17/1992,120,6.7,Jason Patric,6699,Kim Wozencraft,1991,8646,7241350,0
3261,10000000,Universal Pictures,USA,Scott Alexander,Comedy,7027345,Screwed,PG-13,5/12/2000,81,5.7,Norm MacDonald,7286,Scott Alexander,2000,8673,7201701,174356
4742,0,Becker Films,UK,Anton Corbijn,Biography,871577,Control,R,4/4/2008,122,7.7,Sam Riley,54367,Deborah Curtis,2007,8678,7193515,6321938
1863,40000000,Castle Rock Entertainment,USA,Rob Reiner,Adventure,7138449,North,PG,7/22/1994,87,4.4,Elijah Wood,11852,Alan Zweibel,1994,8685,7182747,44298
4263,0,EuropaCorp,France,Guy Ritchie,Action,75420,Revolver,R,11/28/2008,111,6.5,Jason Statham,78882,Luc Besson,2005,8702,7155807,7080387
5289,6800000,micro_scope,Canada,Denis Villeneuve,Drama,6857096,Incendies,R,7/29/2011,131,8.2,Lubna Azabal,97935,Denis Villeneuve,2010,8728,7099598,242502
4897,50000000,The Weinstein Company,USA,Howard McCain,Action,160641,Outlander,R,4/1/2010,115,6.3,Jim Caviezel,66198,Dirk Blackman,2008,8760,7034698,6874057
4537,0,Beijing Film Studio,China,Ronny Yu,Action,24623719,Fearless,PG-13,9/22/2006,104,7.7,Jet Li,65534,Chris Chow,2006,8793,6995302,-17628417
1634,0,Spring Creek Productions,USA,Peter Weir,Drama,6995302,Fearless,R,11/5/1993,122,7.1,Jeff Bridges,18643,Rafael Yglesias,1993,8793,6995302,0
4964,8000000,Regency Enterprises,USA,Masayuki Ochiai,Horror,25926543,Shutter,PG-13,3/21/2008,85,5.2,Joshua Jackson,28640,Luke Dawson,2008,8796,6989456,-18937087
827,0,Cinetel Films,USA,William Lustig,Crime,6985999,Relentless,R,8/30/1989,92,5.9,Judd Nelson,1064,Phil Alden Robinson,1989,8800,6985999,0
5540,0,No Trace Camping,USA,Michael Dowse,Comedy,4168144,Goon,R,2/24/2012,92,6.8,Seann William Scott,75386,Jay Baruchel,2011,8801,6985158,2817014
736,5000000,Palace Pictures,UK,Zelda Barron,Comedy,6957975,Shag,PG,7/21/1989,98,6.3,Phoebe Cates,3203,Lanier Laney,1989,8820,6957975,0
3612,12000000,Fuzzy Bunny Films (I),USA,Tamra Davis,Comedy,37191304,Crossroads,PG-13,2/15/2002,93,3.4,Britney Spears,35300,Shonda Rhimes,2002,8831,6943105,-30248199
60,0,Columbia Pictures Corporation,USA,Walter Hill,Drama,5839031,Crossroads,R,3/14/1986,99,7.1,Ralph Macchio,11415,John Fusco,1986,8831,6943105,1104074
694,31000000,Universal Pictures,USA,Steven Spielberg,Fantasy,43858790,Always,PG,12/22/1989,122,6.4,Richard Dreyfuss,23834,Jerry Belson,1989,8833,6941450,-36917340
5718,16700000,Excel Entertainment,India,Farhan Akhtar,Action,3680306,Don 2,NOT RATED,12/23/2011,148,7.1,Shah Rukh Khan,43225,Farhan Akhtar,2011,8846,6913518,3233212
5345,12000000,Pathé Pictures International,UK,Neil Marshall,Action,122288,Centurion,R,7/30/2010,97,6.4,Michael Fassbender,69188,Neil Marshall,2010,8853,6890432,6768144
2169,0,Gramercy Pictures (I),UK,Mario Van Peebles,Drama,6834525,Panther,R,5/3/1995,100,6.4,Kadeem Hardison,1943,Melvin Van Peebles,1995,8889,6834525,0
4812,20000000,Magnolia Pictures,UK,Michael Radford,Crime,1200234,Flawless,PG-13,3/28/2008,108,6.8,Demi Moore,20482,Edward Anderson,2007,8898,6819587,5619353
2956,15000000,Tribeca Productions,USA,Joel Schumacher,Comedy,4485485,Flawless,R,11/24/1999,112,6.4,Robert De Niro,15402,Joel Schumacher,1999,8898,6819587,2334102
6786,21500000,42,UK,Eran Creevy,Action,2280004,Collide,PG-13,2/24/2017,99,5.7,Nicholas Hoult,9617,F. Scott Frazier,2016,8899,6817535,4537531
1327,14400000,Warner Bros.,USA,Clint Eastwood,Drama,101157447,Unforgiven,R,8/7/1992,131,8.2,Clint Eastwood,304536,David Webb Peoples,1992,8933,6763059,-94394388
1399,8000000,Davis Entertainment,Australia,Stuart Gordon,Action,6739141,Fortress,R,9/3/1993,95,5.9,Christopher Lambert,24573,Troy Neighbors,1992,8951,6739141,0
4640,75000000,New Line Cinema,USA,Adam Shankman,Comedy,118871849,Hairspray,PG,7/20/2007,117,6.7,John Travolta,104717,Leslie Dixon,2007,8983,6671108,-112200741
478,2000000,New Line Cinema,USA,John Waters,Comedy,6671108,Hairspray,PG,2/26/1988,92,7,Sonny Bono,17169,John Waters,1988,8983,6671108,0
3239,15000000,Hollywood Pictures,USA,Bruce Paltrow,Comedy,4734235,Duets,R,9/15/2000,112,6,Huey Lewis,8505,John Byrum,2000,9020,6620242,1886007
2522,37000000,Pacific Western,USA,Jeb Stuart,Crime,6482195,Switchback,R,10/31/1997,118,6.4,Danny Glover,10585,Jeb Stuart,1997,9083,6492660,10465
996,0,60/80 Productions,USA,Franco Amurri,Action,6488144,Flashback,R,2/2/1990,108,6.2,Dennis Hopper,4152,David Loughery,1990,9086,6488114,-30
3528,0,120 Films,France,Gaspar Noé,Crime,753501,Irreversible,NOT RATED,5/22/2002,97,7.4,Monica Bellucci,95140,Gaspar Noé,2002,9091,6479328,5725827
2973,30000000,Columbia Pictures Corporation,USA,Sidney Lumet,Crime,4155234,Gloria,R,1/22/1999,108,5.1,Sharon Stone,4711,John Cassavetes,1999,9101,6461559,2306325
1943,0,Broadway Pictures,USA,Daniel Petrie,Family,9979683,Lassie,PG,7/22/1994,94,5.9,Helen Slater,4198,Eric Knight,1994,9110,6442854,-3536829
3691,11000000,Alliance Atlantis Communications,Canada,Dewey Nicks,Comedy,4814244,Slackers,R,2/1/2002,86,5.3,Devon Sawa,12825,David H. Steinberg,2002,9132,6413915,1599671
1311,0,Carolco Pictures,USA,Martin Campbell,Mystery,6413375,Defenseless,R,8/23/1991,104,5.8,Barbara Hershey,583,James Cresson,1991,9134,6413375,0
1487,18000000,Orion Pictures,USA,Howard Deutch,Drama,6375979,Article 99,R,3/13/1992,100,6.1,Ray Liotta,2585,Ron Cutler,1992,9159,6375979,0
5316,0,Scott Rudin Productions,USA,Noah Baumbach,Comedy,4216789,Greenberg,R,3/26/2010,107,6.1,Ben Stiller,31477,Jennifer Jason Leigh,2010,9176,6344112,2127323
2566,6000000,JVC Entertainment Networks,USA,Paul Schrader,Drama,6302154,Affliction,R,2/19/1999,114,7,Nick Nolte,12633,Russell Banks,1997,9190,6330054,27900
6765,0,Blumhouse Productions,USA,Ricardo de Montreuil,Adventure,6155650,Lowriders,PG-13,5/12/2017,98,5.7,Gabriel Chavarria,980,Elgin James,2016,9213,6312033,156383
5055,6500000,Element Films,USA,Deb Hagan,Comedy,4693919,College,R,8/29/2008,100,4.6,Drake Bell,11342,Dan Callahan,2008,9236,6265483,1571564
2961,13000000,Canal+ Droits Audiovisuels,France,Andrew Fleming,Comedy,6241697,Dick,PG-13,8/4/1999,94,6.1,Kirsten Dunst,16661,Andrew Fleming,1999,9240,6262878,21181
6749,0,Blackbird,Israel,Joseph Cedar,Drama,3810812,Norman,R,4/14/2017,118,6.3,Richard Gere,2716,Joseph Cedar,2016,9260,6217567,2406755
1483,0,Penta Pictures,USA,Ted Kotcheff,Comedy,6132924,Folks!,PG-13,5/1/1992,107,5.5,Tom Selleck,2147,Robert Klane,1992,9330,6132924,0
385,5000000,Golan-Globus Productions,USA,Peter R. Hunt,Action,6075793,Assassination,PG-13,1/9/1987,88,5.1,Charles Bronson,2255,Richard Sale,1987,9360,6075793,0
532,0,Atlantic Entertainment Group,USA,Ernest Thompson,Drama,5979011,1969,R,11/18/1988,95,5.8,Robert Downey Jr.,3154,Ernest Thompson,1988,9415,5979011,0
1327,14400000,Warner Bros.,USA,Clint Eastwood,Drama,101157447,Unforgiven,R,8/7/1992,131,8.2,Clint Eastwood,304536,David Webb Peoples,1992,9427,5969619,-95187828
5010,15000000,Filmax International,UK,Brad Anderson,Crime,2203641,Transsiberian,R,9/5/2008,111,6.7,Woody Harrelson,44948,Brad Anderson,2008,9450,5926410,3722769
12,16000000,Thorn EMI Screen Entertainment,UK,Russell Mulcahy,Action,5900000,Highlander,R,3/7/1986,116,7.2,Christopher Lambert,104860,Gregory Widen,1986,9466,5900000,0
6122,0,Screen Australia,Australia,John Curran,Adventure,508806,Tracks,PG-13,3/6/2014,112,7.2,Mia Wasikowska,22475,Marion Nelson,2013,9495,5853509,5344703
3612,12000000,Fuzzy Bunny Films (I),USA,Tamra Davis,Comedy,37191304,Crossroads,PG-13,2/15/2002,93,3.4,Britney Spears,35300,Shonda Rhimes,2002,9501,5839031,-31352273
60,0,Columbia Pictures Corporation,USA,Walter Hill,Drama,5839031,Crossroads,R,3/14/1986,99,7.1,Ralph Macchio,11415,John Fusco,1986,9501,5839031,0
3605,8000000,Odeon Films,Canada,David Cronenberg,Drama,1641788,Spider,R,11/13/2002,98,6.8,Ralph Fiennes,31663,Patrick McGrath,2002,9529,5808941,4167153
5242,0,Paramount Vantage,USA,David Pastor,Drama,90820,Carriers,PG-13,9/16/2009,100,6,Chris Pine,37265,Àlex Pastor,2009,9530,5805279,5714459
6619,110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,Passengers,PG-13,12/21/2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016,9538,5798974,-94215725
4953,25000000,TriStar Pictures,USA,Rodrigo García,Drama,270659,Passengers,PG-13,10/24/2008,93,5.9,Anne Hathaway,29805,Ronnie Christensen,2008,9538,5798974,5528315
733,0,First Millenium Partnership,USA,Michael Anderson,Drama,5777099,Millennium,PG-13,8/25/1989,108,5.7,Kris Kristofferson,5238,John Varley,1989,9554,5777099,0
1794,0,Twentieth Century Fox Film Corporation,USA,Michael Lehmann,Comedy,5370000,Airheads,PG-13,8/5/1994,92,6.1,Brendan Fraser,40298,Rich Wilkes,1994,9570,5751882,381882
1584,0,Thin Man Films,UK,Mike Leigh,Comedy,1769305,Naked,NOT RATED,2/4/1994,132,7.9,David Thewlis,26378,Mike Leigh,1993,9579,5744968,3975663
953,1500000,Palace Pictures,UK,Richard Stanley,Sci-Fi,5728953,Hardware,R,9/14/1990,94,5.9,Dylan McDermott,10546,Steve MacManus,1990,9589,5728953,0
352,0,Gladden Entertainment,USA,Emilio Estevez,Crime,5715174,Wisdom,R,1/2/1987,109,5.7,Emilio Estevez,2659,Emilio Estevez,1987,9601,5715174,0
404,15000000,Cannon Group,USA,Jerry Belson,Comedy,5711976,Surrender,PG,10/9/1987,105,5.4,Sally Field,692,Jerry Belson,1987,9605,5711976,0
2526,28000000,De Fina-Cappa,USA,Martin Scorsese,Biography,5532301,Kundun,PG-13,1/16/1998,134,7,Tenzin Thuthob Tsarong,22853,Melissa Mathison,1997,9628,5684789,152488
388,12000000,TriStar Pictures,USA,Robert Benton,Comedy,5669831,Nadine,PG,8/7/1987,83,5.5,Jeff Bridges,3267,Robert Benton,1987,9644,5669831,0
6503,8000000,Harmonius Claptrap,USA,Duke Johnson,Animation,3442820,Anomalisa,R,2/5/2016,90,7.2,David Thewlis,47499,Charlie Kaufman,2015,9654,5659286,2216466
2758,0,Miramax,USA,Joe Chappelle,Horror,5657370,Phantoms,R,1/23/1998,96,5.4,Peter O'Toole,17167,Dean R. Koontz,1998,9674,5624282,-33088
1441,0,Paradis Films,France,Régis Wargnier,Drama,5734232,Indochine,PG-13,12/23/1992,148,7.1,Catherine Deneuve,7851,Erik Orsenna,1992,9686,5603158,-131074
4374,3800000,Manitoba Film and Video Production Tax Credit,USA,Jeremy Haft,Horror,167723,Tamara,R,2/3/2006,98,5.2,Jenna Dewan Tatum,8649,Jeffrey Reddick,2005,9692,5595545,5427822
1285,0,Grand Highway Productions,USA,Mary Agnes Donoghue,Drama,18634643,Paradise,PG-13,10/4/1991,111,6.7,Melanie Griffith,2375,Mary Agnes Donoghue,1991,9697,5588800,-13045843
2519,0,Def Pictures,USA,Vondie Curtis-Hall,Comedy,5479037,Gridlock'd,R,1/29/1997,91,7,Tupac Shakur,12516,Vondie Curtis-Hall,1997,9711,5571205,92168
1204,18000000,Metro-Goldwyn-Mayer (MGM),USA,Tom Mankiewicz,Comedy,5546827,Delirious,PG,8/9/1991,96,5.7,John Candy,6370,Lawrence J. Cohen,1991,9730,5546827,0
4469,2000000,THINKFilm,USA,John Cameron Mitchell,Drama,1985292,Shortbus,UNRATED,10/20/2006,101,6.5,Sook-Yin Lee,28807,John Cameron Mitchell,2006,9747,5526675,3541383
1457,29000000,American Zoetrope,USA,Carroll Ballard,Action,5519569,Wind,PG-13,9/11/1992,126,6.5,Matthew Modine,2123,Jeff Benjamin,1992,9752,5519569,0
4519,0,Qwerty Films,UK,Christopher Smith,Comedy,136432,Severance,R,9/7/2007,96,6.5,Danny Dyer,33173,James Moran,2006,9755,5515163,5378731
5713,13000000,Antena 3 Films,USA,Juan Carlos Fresnadillo,Fantasy,69136,Intruders,R,4/20/2012,100,5.4,Clive Owen,18528,Nicolás Casariego,2011,9776,5486559,5417423
2848,0,Dimension Films,USA,Millicent Shelton,Comedy,5476059,Ride,R,3/27/1998,90,4.5,Melissa De Sousa,606,Millicent Shelton,1998,9779,5485295,9236
3469,5000000,Artisan Entertainment,USA,Jon Favreau,Comedy,5308707,Made,R,8/31/2001,95,6.4,Vince Vaughn,15620,Jon Favreau,2001,9786,5480653,171946
48,1100000,Empire Pictures,USA,John Carl Buechler,Comedy,5450815,Troll,PG-13,1/17/1986,82,4.3,Michael Moriarty,7569,Ed Naha,1986,9808,5450815,0
3696,0,Red Chillies Entertainment,India,Sanjay Leela Bhansali,Musical,3500000,Devdas,Not specified,7/12/2002,185,7.6,Shah Rukh Khan,29976,Saratchandra Chatterjee,2002,9823,5427830,1927830
1395,4000000,Adventure Pictures,UK,Sally Potter,Biography,5289772,Orlando,PG-13,6/9/1993,94,7.2,Tilda Swinton,10849,Sally Potter,1992,9858,5377643,87871
3549,20000000,Dimension Films,USA,Kurt Wimmer,Action,1203974,Equilibrium,R,12/6/2002,107,7.5,Christian Bale,277569,Kurt Wimmer,2002,9865,5368217,4164243
5405,0,Filmkameratene A/S,Norway,André Øvredal,Drama,252652,Trollhunter,PG-13,11/11/2011,103,7,Otto Jespersen,58841,André Øvredal,2010,9881,5341098,5088446
5118,26000000,Lionsgate,USA,Jim Sheridan,Drama,28501651,Brothers,R,12/4/2009,105,7.1,Jake Gyllenhaal,94974,David Benioff,2009,9891,5318141,-23183510
3226,2000000,double A Films,USA,Michael Almereyda,Drama,1568749,Hamlet,R,6/23/2000,112,6,Ethan Hawke,8354,William Shakespeare,2000,9906,5298933,3730184
2249,18000000,Castle Rock Entertainment,UK,Kenneth Branagh,Drama,4414535,Hamlet,PG-13,12/25/1996,242,7.8,Kenneth Branagh,32078,William Shakespeare,1996,9906,5298933,884398
939,0,Canal+,USA,Franco Zeffirelli,Drama,20710451,Hamlet,PG,1/18/1991,135,6.8,Mel Gibson,18778,William Shakespeare,1990,9906,5298933,-15411518
5925,7395080,Aamir Khan Productions,India,Reema Kagti,Crime,2706375,Talaash,NOT RATED,11/30/2012,140,7.3,Aamir Khan,32323,Farhan Akhtar,2012,9918,5277766,2571391
3471,22000000,Twentieth Century Fox Film Corporation,USA,Vondie Curtis-Hall,Drama,4273372,Glitter,PG-13,9/21/2001,104,2.2,Mariah Carey,20019,Cheryl L. West,2001,9923,5271666,998294
3950,0,France 2 Cinéma,France,Anne Fontaine,Drama,20838,Nathalie...,B15,1/7/2004,100,6.3,Fanny Ardant,4052,Philippe Blasband,2003,9937,5254422,5233584
4352,0,Dimension Films,USA,Jim Gillespie,Horror,881745,Venom,R,9/16/2005,87,4.7,Agnes Bruckner,8454,Flint Dille,2005,9950,5229643,4347898
6618,9000000,Blinding Edge Pictures,Japan,M. Night Shyamalan,Horror,138141585,Split,PG-13,1/20/2017,117,7.3,James McAvoy,213536,M. Night Shyamalan,2016,9953,5227278,-132914307
3929,5000000,Brown Sauce Film Productions,Ireland,John Crowley,Comedy,896993,Intermission,R,4/16/2004,105,6.9,Cillian Murphy,14096,Mark O'Rowe,2003,10003,5175215,4278222
3860,0,900 Films,USA,Casey La Scala,Adventure,5111630,Grind,PG-13,8/15/2003,105,6,Adam Brody,10746,Ralph Sall,2003,10026,5141166,29536
3233,0,Memfis Film,Sweden,Lukas Moodysson,Comedy,1069156,Together,R,9/21/2001,106,7.5,Lisa Lindgren,18441,Lukas Moodysson,2000,10040,5120000,4050844
2418,19000000,Triumph Films,Mexico,Norberto Barba,Action,4932915,Solo,PG-13,8/23/1996,94,3.9,Mario Van Peebles,3629,Robert Mason,1996,10046,5107669,174754
6268,30000000,2929 Productions,Czech Republic,Susanne Bier,Drama,176305,Serena,R,2/26/2015,109,5.4,Bradley Cooper,20668,Christopher Kyle,2014,10059,5092129,4915824
6025,0,IM Global,UK,Steven Knight,Drama,1361423,Locke,R,4/18/2014,85,7.1,Tom Hardy,104599,Steven Knight,2013,10063,5090608,3729185
6759,0,LD Entertainment,Czech Republic,Sean Ellis,Biography,2959288,Anthropoid,R,9/9/2016,120,7.2,Jamie Dornan,28589,Sean Ellis,2016,10074,5079219,2119931
2753,12000000,Sweetland Films,USA,Woody Allen,Comedy,5032496,Celebrity,R,11/20/1998,113,6.3,Kenneth Branagh,21644,Woody Allen,1998,10076,5078660,46164
5361,0,Vertigo Films,UK,Gareth Edwards,Drama,237301,Monsters,R,11/4/2011,94,6.4,Scoot McNairy,80354,Gareth Edwards,2010,10090,5060438,4823137
6538,20000000,Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Adventure,42652003,Max,PG,6/26/2015,111,6.8,Thomas Haden Church,22181,Boaz Yakin,2015,10099,5053942,-37598061
3739,11000000,AAMPI Inc.,Hungary,Menno Meyjes,Drama,527019,Max,R,6/20/2003,106,6.6,John Cusack,6491,Menno Meyjes,2002,10099,5053942,4526923
2770,80000000,Harpo Films,USA,Jonathan Demme,Drama,22852487,Beloved,R,10/16/1998,172,5.9,Oprah Winfrey,6354,Toni Morrison,1998,10177,4958162,-17894325
114,3300000,Amaretto Films,USA,Richard Wenk,Comedy,4941117,Vamp,R,7/18/1986,93,5.9,Chris Makepeace,3909,Donald P. Borchers,1986,10189,4941117,0
2369,12000000,Fox Searchlight Pictures,USA,Spike Lee,Comedy,4903000,Girl 6,R,3/22/1996,108,5,Theresa Randle,5191,Suzan-Lori Parks,1996,10192,4939939,36939
