,budget,company,director,genre,domestic_revenue_usd,name_domestic,rating,released,runtime,score,star,votes,writer
2661,33000000,New Line Cinema,Brett Ratner,Action,141153686,Rush hour,PG-13,9/18/98,98,6.9,Jackie Chan,201905,Ross LaManna
2662,65000000,Warner Bros.,Nora Ephron,Comedy,115821495,You've got mail,PG,12/18/98,119,6.6,Tom Hanks,163612,MiklÛs L·szlÛ
2663,20000000,Robert Simonds Productions,Frank Coraci,Comedy,161491646,The waterboy,PG-13,11/6/98,90,6.1,Adam Sandler,127466,Tim Herlihy
2664,75000000,Paramount Pictures,Mimi Leder,Action,140464664,Deep impact,PG-13,5/8/98,120,6.1,Robert Duvall,142094,Bruce Joel Rubin
2665,80000000,New Line Cinema,Stephen Hopkins,Action,69117629,Lost in space,PG-13,4/3/98,130,5.1,Gary Oldman,61386,Irwin Allen
2666,120000000,Pixar Animation Studios,John Lasseter,Animation,162798565,A bug's life,G,11/25/98,95,7.2,Kevin Spacey,226736,John Lasseter
2667,9000000,American Empirical Pictures,Wes Anderson,Comedy,17105219,Rushmore,R,2/19/99,93,7.7,Jason Schwartzman,144975,Wes Anderson
2668,70000000,DreamWorks Animation,Brenda Chapman,Animation,101217900,The prince of egypt,PG,12/18/98,99,7.0,Val Kilmer,98359,Philip LaZebnik
2669,15000000,Dimension Films,Robert Rodriguez,Horror,40064955,The faculty,R,12/25/98,104,6.4,Jordana Brewster,96886,David Wechter
2670,90000000,Touchstone Pictures,Tony Scott,Action,111549836,Enemy of the state,R,11/20/98,132,7.3,Will Smith,199848,David Marconi
2671,85000000,Polygram Filmed Entertainment,Vincent Ward,Drama,55485043,What dreams may come,PG-13,10/2/98,113,7.0,Robin Williams,88728,Richard Matheson
2672,48000000,Universal Pictures,Steven Soderbergh,Crime,37562568,Out of sight,R,6/26/98,123,7.0,George Clooney,75099,Elmore Leonard
2673,20000000,Film Office,John Carpenter,Action,20241395,Vampires,R,10/30/98,108,6.1,James Woods,45366,John Steakley
2674,65000000,TriStar Pictures,Martin Campbell,Action,94095523,The mask of zorro,PG-13,7/17/98,136,6.7,Antonio Banderas,144796,Johnston McCulley
2675,35000000,United Artists Corporation,Randall Wallace,Action,56968902,The man in the iron mask,PG-13,3/13/98,132,6.5,Leonardo DiCaprio,134842,Alexandre Dumas
2676,26000000,Twentieth Century Fox Film Corporation,Andy Tennant,Comedy,65705771,Ever after: a cinderella story,PG-13,7/31/98,121,7.0,Drew Barrymore,61035,Susannah Grant
2677,18000000,Juno Pix,Frank Coraci,Comedy,80245725,The wedding singer,PG-13,2/13/98,95,6.8,Adam Sandler,116558,Tim Herlihy
2678,60000000,Universal Pictures,Gus Van Sant,Horror,21456130,Psycho,R,12/4/98,105,4.6,Vince Vaughn,39983,Robert Bloch
2679,17000000,Dimension Films,Steve Miner,Horror,55041738,Halloween h20: 20 years later,R,8/5/98,86,5.7,Jamie Lee Curtis,52529,Debra Hill
2680,70000000,Caravan Pictures,Ivan Reitman,Action,74329966,Six days seven nights,PG-13,6/12/98,98,5.8,Harrison Ford,64070,Michael Browning
2681,0,Turner Pictures (I),Gregory Hoblit,Action,25188006,Fallen,R,1/16/98,124,7.0,Denzel Washington,62957,Nicholas Kazan
2682,0,Channel Four Films,Todd Haynes,Drama,1053788,Velvet goldmine,R,10/23/98,118,7.0,Ewan McGregor,29251,James Lyons
2683,15000000,Metro-Goldwyn-Mayer (MGM),David Nutter,Horror,17411331,Perturbados,R,7/24/98,84,5.5,James Marsden,18255,Scott Rosenberg
2684,130000000,Centropolis Film Productions,Roland Emmerich,Action,136314294,Godzilla,PG-13,5/20/98,139,5.3,Matthew Broderick,160038,Dean Devlin
2685,40000000,New Line Cinema,Gary Ross,Comedy,40568025,Pleasantville,PG-13,10/23/98,124,7.5,Tobey Maguire,108475,Gary Ross
2686,30000000,Twentieth Century Fox Film Corporation,Forest Whitaker,Drama,60053195,Hope floats,PG-13,5/29/98,114,5.9,Sandra Bullock,20726,Steven Rogers
2687,60000000,Warner Bros.,Paul W.S. Anderson,Action,14567883,Soldier,R,10/23/98,99,6.0,Kurt Russell,46241,David Webb Peoples
2688,40000000,Universal Pictures,Joe Dante,Action,54682547,Small soldiers,PG-13,7/10/98,108,6.1,Kirsten Dunst,81216,Gavin Scott
2689,12000000,Miramax,John Dahl,Crime,22905674,Rounders,R,9/11/98,121,7.4,Matt Damon,128159,David Levien
2690,10000000,Columbia Pictures Corporation,Harry Elfont,Comedy,25339117,Can't hardly wait,PG-13,6/12/98,100,6.5,Jennifer Love Hewitt,39581,Deborah Kaplan
2691,60000000,Warner Bros.,Stuart Baird,Action,57167405,U.s. marshals,PG-13,3/6/98,131,6.5,Tommy Lee Jones,82606,Roy Huggins
2692,6000,Next Wave Films,Christopher Nolan,Crime,48482,Following,R,11/5/99,69,7.6,Jeremy Theobald,72113,Christopher Nolan
2693,30000000,PolyGram Filmed Entertainment,Shekhar Kapur,Biography,30082699,Elizabeth,R,2/19/99,124,7.5,Cate Blanchett,80195,Michael Hirst
2694,25000000,Art Linson Productions,Alfonso CuarÛn,Drama,26333044,Great expectations,R,1/30/98,111,6.8,Ethan Hawke,45205,Charles Dickens
2695,8000000,Robert Simonds Productions,Tamra Davis,Comedy,17278980,Half baked,R,1/16/98,82,6.7,Dave Chappelle,50868,Dave Chappelle
2696,14000000,Phoenix Pictures,Jamie Blanks,Horror,38072438,Urban legend,R,9/25/98,99,5.5,Jared Leto,50594,Silvio Horta
2697,58000000,Paramount Pictures,Jonathan Frakes,Action,70117571,Star trek: insurrection,PG,12/11/98,103,6.4,Patrick Stewart,60249,Gene Roddenberry
2698,28000000,Universal Pictures,John Landis,Action,13979599,Blues brothers 2000,PG-13,2/6/98,123,4.8,Dan Aykroyd,27480,Dan Aykroyd
2699,17000000,Broadway Pictures,John Fortenberry,Comedy,30324946,A night at the roxbury,PG-13,10/2/98,82,6.2,Chris Kattan,50769,Steve Koren
2700,50000000,TriStar Pictures,Chris Columbus,Comedy,91137662,Stepmom,PG-13,12/25/98,124,6.7,Julia Roberts,50401,Gigi Levangie
2701,140000000,Warner Bros.,Richard Donner,Action,130444603,Lethal weapon 4,R,7/10/98,127,6.6,Mel Gibson,135019,Shane Black
2702,90000000,Universal Pictures,Tom Shadyac,Biography,135026902,Patch adams,PG-13,12/25/98,115,6.7,Robin Williams,86765,Patch Adams
2703,60000000,Warner Bros.,Jeremiah S. Chechik,Action,23322832,The avengers,PG-13,8/14/98,89,3.7,Ralph Fiennes,36811,Sydney Newman
2704,71500000,Twentieth Century Fox Film Corporation,Betty Thomas,Comedy,144156605,Doctor dolittle,PG-13,6/26/98,85,5.3,Eddie Murphy,79986,Hugh Lofting
2705,105000000,DreamWorks,Eric Darnell,Animation,90757863,Antz,PG,10/2/98,83,6.6,Woody Allen,131396,Todd Alcott
2706,0,X-Filme Creative Pool,Tom Tykwer,Crime,7267585,Run lola run,R,6/18/99,81,7.7,Franka Potente,169466,Tom Tykwer
2707,0,Zucker Brothers Productions,David Zucker,Comedy,6940185,Baseketball,R,7/31/98,103,6.6,Trey Parker,50796,David Zucker
2708,73000000,Paramount Pictures,Brian De Palma,Crime,55585389,Snake eyes,R,8/7/98,98,6.0,Nicolas Cage,67384,Brian De Palma
2709,50000000,Regency Enterprises,F. Gary Gray,Action,44484065,El mediador,R,7/29/98,140,7.3,Samuel L. Jackson,113865,James DeMonaco
2710,24000000,Columbia Pictures,Danny Cannon,Horror,40002112,I still know what you did last summer,R,11/13/98,100,4.6,Jennifer Love Hewitt,58906,Lois Duncan
2711,66000000,Twentieth Century Fox Film Corporation,Rob Bowman,Drama,83898313,The x files,PG-13,6/19/98,121,7.0,David Duchovny,90546,Chris Carter
2712,14000000,Phoenix Pictures,Bryan Singer,Crime,8838938,Apt pupil,R,10/23/98,111,6.7,Ian McKellen,30742,Stephen King
2713,3000000,Good Machine,Todd Solondz,Comedy,2807390,Happiness,UNRATED,10/16/98,134,7.8,Jane Adams,58551,Todd Solondz
2714,55000000,Atlas Entertainment,Brad Silberling,Drama,78685114,Un ·ngel enamorado,PG-13,4/10/98,114,6.7,Nicolas Cage,100012,Wim Wenders
2715,13000000,Dollface,Mark Christopher,Drama,16574731,54,R,8/28/98,93,5.8,Ryan Phillippe,28791,Mark Christopher
2716,1500000,CinÈpix Film Properties (CFP),Vincent Gallo,Comedy,2375097,Buffalo '66,R,6/26/98,110,7.5,Vincent Gallo,39256,Vincent Gallo
2717,60000000,Warner Bros.,Andrew Davis,Crime,67638368,A perfect murder,R,6/5/98,107,6.5,Michael Douglas,68263,Frederick Knott
2718,9000000,Intermedia Films,Peter Howitt,Comedy,11883495,Sliding doors,PG-13,5/1/98,99,6.8,Gwyneth Paltrow,55546,Peter Howitt
2719,80000000,Warner Bros.,Barry Levinson,Drama,37020277,Sphere,PG-13,2/13/98,134,6.0,Dustin Hoffman,87413,Michael Crichton
2720,70000000,Twentieth Century Fox Film Corporation,Edward Zwick,Action,40981289,The siege,R,11/6/98,116,6.3,Denzel Washington,61043,Lawrence Wright
2721,10000000,Rhombus Media,FranÁois Girard,Drama,9473382,The red violin,R,6/11/99,130,7.7,Carlo Cecchi,28172,Don McKellar
2722,60000000,Touchstone Pictures,Robert Redford,Drama,75383563,The horse whisperer,PG-13,5/15/98,170,6.6,Robert Redford,34250,Nick Evans
2723,0,Mandalay Entertainment,Bille August,Crime,14096321,Les misèrables,PG-13,5/1/98,134,7.5,Liam Neeson,33810,Victor Hugo
2724,8000000,Regency Enterprises,Marshall Herskovitz,Biography,4530929,Dangerous beauty,R,2/20/98,111,7.3,Catherine McCormack,13477,Margaret Rosenthal
2725,9000000,SciarlÚ,Giuseppe Tornatore,Drama,259127,The legend of 1900,R,1/21/00,165,8.1,Tim Roth,45151,Alessandro Baricco
2726,30000000,Columbia Pictures Corporation,Antoine Fuqua,Action,18967571,The replacement killers,R,2/6/98,87,6.1,Yun-Fat Chow,24291,Ken Sanzel
2727,24000000,Paramount Pictures,Igor Kovalyov,Animation,100494675,The rugrats movie,G,11/20/98,79,5.9,Elizabeth Daily,15183,David N. Weiss
2728,30000000,Twentieth Century Fox Film Corporation,Warren Beatty,Comedy,26525834,Bulworth,R,5/22/98,108,6.8,Warren Beatty,22893,Warren Beatty
2729,1300000,Nimbus Film Productions,Thomas Vinterberg,Drama,1647780,The celebration,R,6/19/98,105,8.1,Ulrich Thomsen,69371,Thomas Vinterberg
2730,10000000,Initial Entertainment Group (IEG),Peter Berg,Comedy,9801782,Very bad things,R,11/25/98,100,6.3,Christian Slater,41062,Peter Berg
2731,85000000,Warner Bros.,Troy Miller,Comedy,34545030,Jack frost,PG,12/11/98,101,5.3,Michael Keaton,26466,Mark Steven Johnson
2732,0,Memfis Film,Lukas Moodysson,Comedy,168761,Show me love,UNRATED,10/23/98,89,7.6,Alexandra Dahlstrˆm,44663,Lukas Moodysson
2733,4500000,New Line Cinema,Ice Cube,Comedy,23031390,The players club,R,4/8/98,104,5.7,LisaRaye McCoy,4688,Ice Cube
2734,25000000,Touchstone Pictures,Spike Lee,Drama,21554585,He got game,R,5/1/98,136,6.9,Denzel Washington,38487,Spike Lee
2735,0,Jaffilms,Daisy von Scherler Mayer,Comedy,29767901,Madeline,PG,7/10/98,88,5.9,Frances McDormand,5579,Ludwig Bemelmans
2736,0,Beyond Films,James Merendino,Comedy,299200,Slc punk!,R,4/16/99,97,7.5,Matthew Lillard,23282,James Merendino
2737,13000000,Metro-Goldwyn-Mayer (MGM),Bob Saget,Comedy,9975684,Dirty work,PG-13,6/12/98,82,6.4,Norm MacDonald,20926,Frank Sebastiano
2738,45000000,Calimari Productions,Stephen Sommers,Action,11203026,Deep rising,R,1/30/98,106,6.0,Treat Williams,28083,Stephen Sommers
2739,0,Canal+,Gaspar NoÈ,Crime,54735,I stand alone,NOT RATED,2/17/99,93,7.5,Philippe Nahon,15508,Gaspar NoÈ
2740,0,Metro-Goldwyn-Mayer (MGM),Peter Medak,Action,19165560,Species ii,R,4/10/98,93,4.3,Natasha Henstridge,23941,Dennis Feldman
2741,17000000,British Broadcasting Corporation (BBC),Sam Raimi,Crime,16311763,A simple plan,R,1/22/99,121,7.5,Bill Paxton,54106,Scott B. Smith
2742,2500000,Zentropa Entertainments,Lars von Trier,Comedy,7235,Los idiotas,R,5/21/98,117,6.9,Bodil J¯rgensen,25714,Lars von Trier
2743,30000000,Monarch Pictures,Carl Franklin,Drama,23245840,One true thing,R,9/18/98,127,7.0,Meryl Streep,9970,Anna Quindlen
2744,13000000,TriStar Pictures,Kirk Wong,Action,27052167,The big hit,R,4/24/98,91,6.1,Mark Wahlberg,25792,Ben Ramsey
2745,40000000,Warner Bros.,Frederik Du Chau,Animation,22717758,The magic sword: quest for camelot,G,5/15/98,86,6.2,Jessalyn Gilsig,12174,Vera Chapman
2746,30000000,Hollywood Pictures,Mark Steven Johnson,Comedy,18252684,Simon birch,PG,9/11/98,114,6.9,Ian Michael Smith,19073,Mark Steven Johnson
2747,90000000,RKO Pictures,Ron Underwood,Action,50632037,Mighty joe young,PG,12/25/98,114,5.6,Bill Paxton,24374,Merian C. Cooper
2748,27000000,Twentieth Century Fox Film Corporation,Richard Linklater,Action,10297897,The newton boys,PG-13,3/27/98,122,6.0,Matthew McConaughey,8995,Claude Stanush
2749,2000000,ShadowCatcher Entertainment,Chris Eyre,Comedy,6719300,Smoke signals,PG-13,6/26/98,89,7.2,Adam Beach,8559,Sherman Alexie
2750,0,ARP SÈlection,GÈrard PirËs,Action,268254,Taxi,NOT RATED,11/20/98,86,6.9,Samy Naceri,65651,Luc Besson
2751,3000000,Big Dog Films,Hype Williams,Crime,9630169,Belly,R,11/4/98,96,6.0,Nas,7666,Anthony Bodden
2752,12000000,Sweetland Films,Woody Allen,Comedy,5032496,Celebrity,R,11/20/98,113,6.3,Kenneth Branagh,21644,Woody Allen
2753,5000000,Rysher Entertainment,Don Roos,Comedy,5881367,The opposite of sex,R,5/22/98,105,6.5,Christina Ricci,18791,Don Roos
